Year,Quarter,Month,State,Count
1997,Quarter  1,February,TAS,0
1997,Quarter  1,March,TAS,0
1997,Quarter  2,April,TAS,0
1997,Quarter  2,May,TAS,0
1997,Quarter  2,June,TAS,0
1997,Quarter  3,July,TAS,0
1997,Quarter  3,August,TAS,0
1997,Quarter  3,September,TAS,0
1997,Quarter  4,October,TAS,0
1997,Quarter  4,November,TAS,0
1997,Quarter  4,December,TAS,0
1997,Quarter  1,January,VIC,0
1997,Quarter  1,February,VIC,0
1997,Quarter  1,March,VIC,0
1997,Quarter  2,April,VIC,0
1997,Quarter  2,May,VIC,0
1997,Quarter  2,June,VIC,0
1997,Quarter  3,July,VIC,0
1997,Quarter  3,August,VIC,0
1997,Quarter  3,September,VIC,0
1997,Quarter  4,October,VIC,0
1997,Quarter  4,November,VIC,0
1997,Quarter  4,December,VIC,0
1997,Quarter  1,January,WA,0
1997,Quarter  1,February,WA,0
1997,Quarter  1,March,WA,0
1997,Quarter  2,April,WA,0
1997,Quarter  2,May,WA,0
1997,Quarter  2,June,WA,0
1997,Quarter  3,July,WA,0
1997,Quarter  3,August,WA,0
1997,Quarter  3,September,WA,0
1997,Quarter  4,October,WA,0
1997,Quarter  4,November,WA,0
1997,Quarter  4,December,WA,0
1998,Quarter  1,January,ACT,0
1998,Quarter  1,February,ACT,0
1998,Quarter  1,March,ACT,0
1998,Quarter  2,April,ACT,0
1998,Quarter  2,May,ACT,0
1998,Quarter  2,June,ACT,0
1998,Quarter  3,July,ACT,0
1998,Quarter  3,August,ACT,0
1998,Quarter  3,September,ACT,0
1998,Quarter  4,October,ACT,0
1998,Quarter  4,November,ACT,0
1998,Quarter  4,December,ACT,0
1998,Quarter  1,January,NSW,0
1998,Quarter  1,February,NSW,0
1998,Quarter  1,March,NSW,0
1998,Quarter  2,April,NSW,0
1998,Quarter  2,May,NSW,0
1998,Quarter  2,June,NSW,0
1998,Quarter  3,July,NSW,0
1998,Quarter  3,August,NSW,0
1998,Quarter  3,September,NSW,0
1998,Quarter  4,October,NSW,0
1998,Quarter  4,November,NSW,0
1998,Quarter  4,December,NSW,0
1998,Quarter  1,January,NT,0
1998,Quarter  1,February,NT,0
1998,Quarter  1,March,NT,0
1998,Quarter  2,April,NT,0
1998,Quarter  2,May,NT,0
1998,Quarter  2,June,NT,0
1998,Quarter  3,July,NT,0
1998,Quarter  3,August,NT,0
1998,Quarter  3,September,NT,0
1998,Quarter  4,October,NT,0
1998,Quarter  4,November,NT,0
1998,Quarter  4,December,NT,0
1998,Quarter  1,January,QLD,0
1998,Quarter  1,February,QLD,0
1998,Quarter  1,March,QLD,0
1998,Quarter  2,April,QLD,0
1998,Quarter  2,May,QLD,0
1998,Quarter  2,June,QLD,0
1998,Quarter  3,July,QLD,0
1998,Quarter  3,August,QLD,0
1998,Quarter  3,September,QLD,0
1998,Quarter  4,October,QLD,0
1998,Quarter  4,November,QLD,0
1998,Quarter  4,December,QLD,0
1998,Quarter  1,January,SA,0
1998,Quarter  1,February,SA,0
1998,Quarter  1,March,SA,0
1998,Quarter  2,April,SA,0
1998,Quarter  2,May,SA,0
1998,Quarter  2,June,SA,0
1998,Quarter  3,July,SA,0
1998,Quarter  3,August,SA,0
1998,Quarter  3,September,SA,0
1998,Quarter  4,October,SA,0
1998,Quarter  4,November,SA,0
1998,Quarter  4,December,SA,0
1998,Quarter  1,January,TAS,0
1998,Quarter  1,February,TAS,0
1998,Quarter  1,March,TAS,0
1998,Quarter  2,April,TAS,0
1998,Quarter  2,May,TAS,0
1998,Quarter  2,June,TAS,0
1998,Quarter  3,July,TAS,0
1998,Quarter  3,August,TAS,0
1998,Quarter  3,September,TAS,0
1998,Quarter  4,October,TAS,0
1998,Quarter  4,November,TAS,0
1998,Quarter  4,December,TAS,0
1998,Quarter  1,January,VIC,0
1998,Quarter  1,February,VIC,0
1998,Quarter  1,March,VIC,0
1998,Quarter  2,April,VIC,0
1998,Quarter  2,May,VIC,0
1998,Quarter  2,June,VIC,0
1998,Quarter  3,July,VIC,0
1998,Quarter  3,August,VIC,0
1998,Quarter  3,September,VIC,0
1998,Quarter  4,October,VIC,0
1998,Quarter  4,November,VIC,0
1998,Quarter  4,December,VIC,0
1998,Quarter  1,January,WA,0
1998,Quarter  1,February,WA,0
1998,Quarter  1,March,WA,0
1998,Quarter  2,April,WA,0
1998,Quarter  2,May,WA,0
1998,Quarter  2,June,WA,0
1998,Quarter  3,July,WA,0
1998,Quarter  3,August,WA,0
1998,Quarter  3,September,WA,0
1998,Quarter  4,October,WA,0
1998,Quarter  4,November,WA,0
1998,Quarter  4,December,WA,0
1999,Quarter  1,January,ACT,0
1999,Quarter  1,February,ACT,0
1999,Quarter  1,March,ACT,0
1999,Quarter  2,April,ACT,0
1999,Quarter  2,May,ACT,0
1999,Quarter  2,June,ACT,0
1999,Quarter  3,July,ACT,0
1999,Quarter  3,August,ACT,0
1999,Quarter  3,September,ACT,0
1999,Quarter  4,October,ACT,0
1999,Quarter  4,November,ACT,0
1999,Quarter  4,December,ACT,0
1999,Quarter  1,January,NSW,0
1999,Quarter  1,February,NSW,0
1999,Quarter  1,March,NSW,0
1999,Quarter  2,April,NSW,0
1999,Quarter  2,May,NSW,0
1999,Quarter  2,June,NSW,0
1999,Quarter  3,July,NSW,0
1999,Quarter  3,August,NSW,0
1999,Quarter  3,September,NSW,0
1999,Quarter  4,October,NSW,0
1999,Quarter  4,November,NSW,0
1999,Quarter  4,December,NSW,0
1999,Quarter  1,January,NT,0
1999,Quarter  1,February,NT,0
1999,Quarter  1,March,NT,0
1999,Quarter  2,April,NT,0
1999,Quarter  2,May,NT,0
1999,Quarter  2,June,NT,0
1999,Quarter  3,July,NT,0
1999,Quarter  3,August,NT,0
1999,Quarter  3,September,NT,0
1999,Quarter  4,October,NT,0
1999,Quarter  4,November,NT,0
1999,Quarter  4,December,NT,0
1999,Quarter  1,January,QLD,0
1999,Quarter  1,February,QLD,0
1999,Quarter  1,March,QLD,0
1999,Quarter  2,April,QLD,0
1999,Quarter  2,May,QLD,0
1999,Quarter  2,June,QLD,0
1999,Quarter  3,July,QLD,0
1999,Quarter  3,August,QLD,0
1999,Quarter  3,September,QLD,0
1999,Quarter  4,October,QLD,0
1999,Quarter  4,November,QLD,0
1999,Quarter  4,December,QLD,0
1999,Quarter  1,January,SA,0
1999,Quarter  1,February,SA,0
1999,Quarter  1,March,SA,0
1999,Quarter  2,April,SA,0
1999,Quarter  2,May,SA,0
1999,Quarter  2,June,SA,0
1999,Quarter  3,July,SA,0
1999,Quarter  3,August,SA,0
1999,Quarter  3,September,SA,0
1999,Quarter  4,October,SA,0
1999,Quarter  4,November,SA,0
1999,Quarter  4,December,SA,0
1999,Quarter  1,January,TAS,0
1999,Quarter  1,February,TAS,0
1999,Quarter  1,March,TAS,0
1999,Quarter  2,April,TAS,0
1999,Quarter  2,May,TAS,0
1999,Quarter  2,June,TAS,0
1999,Quarter  3,July,TAS,0
1999,Quarter  3,August,TAS,0
1999,Quarter  3,September,TAS,0
1999,Quarter  4,October,TAS,0
1999,Quarter  4,November,TAS,0
1999,Quarter  4,December,TAS,0
1999,Quarter  1,January,VIC,0
1999,Quarter  1,February,VIC,0
1999,Quarter  1,March,VIC,0
1999,Quarter  2,April,VIC,0
1999,Quarter  2,May,VIC,0
1999,Quarter  2,June,VIC,0
1999,Quarter  3,July,VIC,0
1999,Quarter  3,August,VIC,0
1999,Quarter  3,September,VIC,0
1999,Quarter  4,October,VIC,0
1999,Quarter  4,November,VIC,0
1999,Quarter  4,December,VIC,0
1999,Quarter  1,January,WA,0
1999,Quarter  1,February,WA,0
1999,Quarter  1,March,WA,0
1999,Quarter  2,April,WA,0
1999,Quarter  2,May,WA,0
1999,Quarter  2,June,WA,0
1999,Quarter  3,July,WA,0
1999,Quarter  3,August,WA,0
1999,Quarter  3,September,WA,0
1999,Quarter  4,October,WA,0
1999,Quarter  4,November,WA,0
1999,Quarter  4,December,WA,0
2000,Quarter  1,January,ACT,0
2000,Quarter  1,February,ACT,0
2000,Quarter  1,March,ACT,0
2000,Quarter  2,April,ACT,0
2000,Quarter  2,May,ACT,0
2000,Quarter  2,June,ACT,0
2000,Quarter  3,July,ACT,0
2000,Quarter  3,August,ACT,0
2000,Quarter  3,September,ACT,0
2000,Quarter  4,October,ACT,0
2000,Quarter  4,November,ACT,0
2000,Quarter  4,December,ACT,0
2000,Quarter  1,January,NSW,0
2000,Quarter  1,February,NSW,0
2000,Quarter  1,March,NSW,0
2000,Quarter  2,April,NSW,0
2000,Quarter  2,May,NSW,0
2000,Quarter  2,June,NSW,0
2000,Quarter  3,July,NSW,0
2000,Quarter  3,August,NSW,0
2000,Quarter  3,September,NSW,0
2000,Quarter  4,October,NSW,0
2000,Quarter  4,November,NSW,0
2000,Quarter  4,December,NSW,0
2000,Quarter  1,January,NT,0
2000,Quarter  1,February,NT,0
2000,Quarter  1,March,NT,0
2000,Quarter  2,April,NT,0
2000,Quarter  2,May,NT,0
2000,Quarter  2,June,NT,0
2000,Quarter  3,July,NT,0
2000,Quarter  3,August,NT,0
2000,Quarter  3,September,NT,0
2000,Quarter  4,October,NT,0
2000,Quarter  4,November,NT,0
2000,Quarter  4,December,NT,0
2000,Quarter  1,January,QLD,0
2000,Quarter  1,February,QLD,0
2000,Quarter  1,March,QLD,0
2000,Quarter  2,April,QLD,0
2000,Quarter  2,May,QLD,0
2000,Quarter  2,June,QLD,0
2000,Quarter  3,July,QLD,0
2000,Quarter  3,August,QLD,0
2000,Quarter  3,September,QLD,0
2000,Quarter  4,October,QLD,0
2000,Quarter  4,November,QLD,0
2000,Quarter  4,December,QLD,0
2000,Quarter  1,January,SA,0
2000,Quarter  1,February,SA,0
2000,Quarter  1,March,SA,0
2000,Quarter  2,April,SA,0
2000,Quarter  2,May,SA,0
2000,Quarter  2,June,SA,0
2000,Quarter  3,July,SA,0
2000,Quarter  3,August,SA,0
2000,Quarter  3,September,SA,0
2000,Quarter  4,October,SA,0
2000,Quarter  4,November,SA,0
2000,Quarter  4,December,SA,0
2000,Quarter  1,January,TAS,0
2000,Quarter  1,February,TAS,0
2000,Quarter  1,March,TAS,0
2000,Quarter  2,April,TAS,0
2000,Quarter  2,May,TAS,0
2000,Quarter  2,June,TAS,0
2000,Quarter  3,July,TAS,0
2000,Quarter  3,August,TAS,0
2000,Quarter  3,September,TAS,0
2000,Quarter  4,October,TAS,0
2000,Quarter  4,November,TAS,0
2000,Quarter  4,December,TAS,0
2000,Quarter  1,January,VIC,0
2000,Quarter  1,February,VIC,0
2000,Quarter  1,March,VIC,0
2000,Quarter  2,April,VIC,0
2000,Quarter  2,May,VIC,0
2000,Quarter  2,June,VIC,0
2000,Quarter  3,July,VIC,0
2000,Quarter  3,August,VIC,0
2000,Quarter  3,September,VIC,0
2000,Quarter  4,October,VIC,0
2000,Quarter  4,November,VIC,0
2000,Quarter  4,December,VIC,0
2000,Quarter  1,January,WA,0
2000,Quarter  1,February,WA,0
2000,Quarter  1,March,WA,0
2000,Quarter  2,April,WA,0
2000,Quarter  2,May,WA,0
2000,Quarter  2,June,WA,0
2000,Quarter  3,July,WA,0
2000,Quarter  3,August,WA,0
2000,Quarter  3,September,WA,0
2000,Quarter  4,October,WA,0
2000,Quarter  4,November,WA,0
2000,Quarter  4,December,WA,0
2001,Quarter  1,January,ACT,0
2001,Quarter  1,February,ACT,0
2001,Quarter  1,March,ACT,0
2001,Quarter  2,April,ACT,0
2001,Quarter  2,May,ACT,0
2001,Quarter  2,June,ACT,0
2001,Quarter  3,July,ACT,0
2001,Quarter  3,August,ACT,0
2001,Quarter  3,September,ACT,0
2001,Quarter  4,October,ACT,0
2001,Quarter  4,November,ACT,0
2001,Quarter  4,December,ACT,0
2001,Quarter  1,January,NSW,0
2001,Quarter  1,February,NSW,0
2001,Quarter  1,March,NSW,0
2001,Quarter  2,April,NSW,0
2001,Quarter  2,May,NSW,0
2001,Quarter  2,June,NSW,0
2001,Quarter  3,July,NSW,0
2001,Quarter  3,August,NSW,0
2001,Quarter  3,September,NSW,0
2001,Quarter  4,October,NSW,0
2001,Quarter  4,November,NSW,0
2001,Quarter  4,December,NSW,0
2001,Quarter  1,January,NT,0
2001,Quarter  1,February,NT,0
2001,Quarter  1,March,NT,0
2001,Quarter  2,April,NT,0
2001,Quarter  2,May,NT,0
2001,Quarter  2,June,NT,0
2001,Quarter  3,July,NT,0
2001,Quarter  3,August,NT,0
2001,Quarter  3,September,NT,0
2001,Quarter  4,October,NT,0
2001,Quarter  4,November,NT,0
2001,Quarter  4,December,NT,0
2001,Quarter  1,January,QLD,0
2001,Quarter  1,February,QLD,0
2001,Quarter  1,March,QLD,0
2001,Quarter  2,April,QLD,0
2001,Quarter  2,May,QLD,0
2001,Quarter  2,June,QLD,0
2001,Quarter  3,July,QLD,0
2001,Quarter  3,August,QLD,0
2001,Quarter  3,September,QLD,0
2001,Quarter  4,October,QLD,0
2001,Quarter  4,November,QLD,0
2001,Quarter  4,December,QLD,0
2001,Quarter  1,January,SA,0
2001,Quarter  1,February,SA,0
2001,Quarter  1,March,SA,0
2001,Quarter  2,April,SA,0
2001,Quarter  2,May,SA,0
2001,Quarter  2,June,SA,0
2001,Quarter  3,July,SA,0
2001,Quarter  3,August,SA,0
2001,Quarter  3,September,SA,0
2001,Quarter  4,October,SA,0
2001,Quarter  4,November,SA,0
2001,Quarter  4,December,SA,0
2001,Quarter  1,January,TAS,0
2001,Quarter  1,February,TAS,0
2001,Quarter  1,March,TAS,0
2001,Quarter  2,April,TAS,0
2001,Quarter  2,May,TAS,0
2001,Quarter  2,June,TAS,0
2001,Quarter  3,July,TAS,0
2001,Quarter  3,August,TAS,0
2001,Quarter  3,September,TAS,0
2001,Quarter  4,October,TAS,0
2001,Quarter  4,November,TAS,0
2001,Quarter  4,December,TAS,0
2001,Quarter  1,January,VIC,0
2001,Quarter  1,February,VIC,0
2001,Quarter  1,March,VIC,0
2001,Quarter  2,April,VIC,0
2001,Quarter  2,May,VIC,0
2001,Quarter  2,June,VIC,0
2001,Quarter  3,July,VIC,0
2001,Quarter  3,August,VIC,0
2001,Quarter  3,September,VIC,0
2001,Quarter  4,October,VIC,0
2001,Quarter  4,November,VIC,0
2001,Quarter  4,December,VIC,0
2001,Quarter  1,January,WA,0
2001,Quarter  1,February,WA,0
2001,Quarter  1,March,WA,0
2001,Quarter  2,April,WA,0
2001,Quarter  2,May,WA,0
2001,Quarter  2,June,WA,0
2001,Quarter  3,July,WA,0
2001,Quarter  3,August,WA,0
2001,Quarter  3,September,WA,0
2001,Quarter  4,October,WA,0
2001,Quarter  4,November,WA,0
2001,Quarter  4,December,WA,0
2002,Quarter  1,January,ACT,0
2002,Quarter  1,February,ACT,0
2002,Quarter  1,March,ACT,0
2002,Quarter  2,April,ACT,0
2002,Quarter  2,May,ACT,0
2002,Quarter  2,June,ACT,0
2002,Quarter  3,July,ACT,0
2002,Quarter  3,August,ACT,0
2002,Quarter  3,September,ACT,0
2002,Quarter  4,October,ACT,0
2002,Quarter  4,November,ACT,0
2002,Quarter  4,December,ACT,0
2002,Quarter  1,January,NSW,0
2002,Quarter  1,February,NSW,0
2002,Quarter  1,March,NSW,0
2002,Quarter  2,April,NSW,0
2002,Quarter  2,May,NSW,0
2002,Quarter  2,June,NSW,0
2002,Quarter  3,July,NSW,0
2002,Quarter  3,August,NSW,0
2002,Quarter  3,September,NSW,0
2002,Quarter  4,October,NSW,0
2002,Quarter  4,November,NSW,0
2002,Quarter  4,December,NSW,0
2002,Quarter  1,January,NT,0
2002,Quarter  1,February,NT,0
2002,Quarter  1,March,NT,0
2002,Quarter  2,April,NT,0
2002,Quarter  2,May,NT,0
2002,Quarter  2,June,NT,0
2002,Quarter  3,July,NT,0
2002,Quarter  3,August,NT,0
2002,Quarter  3,September,NT,0
2002,Quarter  4,October,NT,0
2002,Quarter  4,November,NT,0
2002,Quarter  4,December,NT,0
2002,Quarter  1,January,QLD,0
2002,Quarter  1,February,QLD,0
2002,Quarter  1,March,QLD,0
2002,Quarter  2,April,QLD,0
2002,Quarter  2,May,QLD,0
2002,Quarter  2,June,QLD,0
2002,Quarter  3,July,QLD,0
2002,Quarter  3,August,QLD,0
2002,Quarter  3,September,QLD,0
2002,Quarter  4,October,QLD,0
2002,Quarter  4,November,QLD,0
2002,Quarter  4,December,QLD,0
2002,Quarter  1,January,SA,0
2002,Quarter  1,February,SA,0
2002,Quarter  1,March,SA,0
2002,Quarter  2,April,SA,0
2002,Quarter  2,May,SA,0
2002,Quarter  2,June,SA,0
2002,Quarter  3,July,SA,0
2002,Quarter  3,August,SA,0
2002,Quarter  3,September,SA,0
2002,Quarter  4,October,SA,0
2002,Quarter  4,November,SA,0
2002,Quarter  4,December,SA,0
2002,Quarter  1,January,TAS,0
2002,Quarter  1,February,TAS,0
2002,Quarter  1,March,TAS,0
2002,Quarter  2,April,TAS,0
2002,Quarter  2,May,TAS,0
2002,Quarter  2,June,TAS,0
2002,Quarter  3,July,TAS,0
2002,Quarter  3,August,TAS,0
2002,Quarter  3,September,TAS,0
2002,Quarter  4,October,TAS,0
2002,Quarter  4,November,TAS,0
2002,Quarter  4,December,TAS,0
2002,Quarter  1,January,VIC,0
2002,Quarter  1,February,VIC,0
2002,Quarter  1,March,VIC,0
2002,Quarter  2,April,VIC,0
2002,Quarter  2,May,VIC,0
2002,Quarter  2,June,VIC,0
2002,Quarter  3,July,VIC,0
2002,Quarter  3,August,VIC,0
2002,Quarter  3,September,VIC,0
2002,Quarter  4,October,VIC,0
2002,Quarter  4,November,VIC,0
2002,Quarter  4,December,VIC,0
2002,Quarter  1,January,WA,0
2002,Quarter  1,February,WA,0
2002,Quarter  1,March,WA,0
2002,Quarter  2,April,WA,0
2002,Quarter  2,May,WA,0
2002,Quarter  2,June,WA,0
2002,Quarter  3,July,WA,0
2002,Quarter  3,August,WA,0
2002,Quarter  3,September,WA,0
2002,Quarter  4,October,WA,0
2002,Quarter  4,November,WA,0
2002,Quarter  4,December,WA,0
2003,Quarter  1,January,ACT,0
2003,Quarter  1,February,ACT,0
2003,Quarter  1,March,ACT,0
2003,Quarter  2,April,ACT,0
2003,Quarter  2,May,ACT,0
2003,Quarter  2,June,ACT,0
2003,Quarter  3,July,ACT,0
2003,Quarter  3,August,ACT,0
2003,Quarter  3,September,ACT,0
2003,Quarter  4,October,ACT,0
2003,Quarter  4,November,ACT,0
2003,Quarter  4,December,ACT,0
2003,Quarter  1,January,NSW,0
2003,Quarter  1,February,NSW,0
2003,Quarter  1,March,NSW,0
2003,Quarter  2,April,NSW,0
2003,Quarter  2,May,NSW,0
2003,Quarter  2,June,NSW,0
2003,Quarter  3,July,NSW,0
2003,Quarter  3,August,NSW,0
2003,Quarter  3,September,NSW,0
2003,Quarter  4,October,NSW,0
2003,Quarter  4,November,NSW,0
2003,Quarter  4,December,NSW,0
2003,Quarter  1,January,NT,0
2003,Quarter  1,February,NT,0
2003,Quarter  1,March,NT,0
2003,Quarter  2,April,NT,0
2003,Quarter  2,May,NT,0
2003,Quarter  2,June,NT,0
2003,Quarter  3,July,NT,0
2003,Quarter  3,August,NT,0
2003,Quarter  3,September,NT,0
2003,Quarter  4,October,NT,0
2003,Quarter  4,November,NT,0
2003,Quarter  4,December,NT,0
2003,Quarter  1,January,QLD,0
2003,Quarter  1,February,QLD,0
2003,Quarter  1,March,QLD,0
2003,Quarter  2,April,QLD,0
2003,Quarter  2,May,QLD,0
2003,Quarter  2,June,QLD,0
2003,Quarter  3,July,QLD,0
2003,Quarter  3,August,QLD,0
2003,Quarter  3,September,QLD,0
2003,Quarter  4,October,QLD,0
2003,Quarter  4,November,QLD,0
2003,Quarter  4,December,QLD,0
2003,Quarter  1,January,SA,0
2003,Quarter  1,February,SA,0
2003,Quarter  1,March,SA,0
2003,Quarter  2,April,SA,0
2003,Quarter  2,May,SA,0
2003,Quarter  2,June,SA,0
2003,Quarter  3,July,SA,0
2003,Quarter  3,August,SA,0
2003,Quarter  3,September,SA,0
2003,Quarter  4,October,SA,0
2003,Quarter  4,November,SA,0
2003,Quarter  4,December,SA,0
2003,Quarter  1,January,TAS,0
2003,Quarter  1,February,TAS,0
2003,Quarter  1,March,TAS,0
2003,Quarter  2,April,TAS,0
2003,Quarter  2,May,TAS,0
2003,Quarter  2,June,TAS,0
2003,Quarter  3,July,TAS,0
2003,Quarter  3,August,TAS,0
2003,Quarter  3,September,TAS,0
2003,Quarter  4,October,TAS,0
2003,Quarter  4,November,TAS,0
2003,Quarter  4,December,TAS,0
2003,Quarter  1,January,VIC,0
2003,Quarter  1,February,VIC,0
2003,Quarter  1,March,VIC,0
2003,Quarter  2,April,VIC,0
2003,Quarter  2,May,VIC,0
2003,Quarter  2,June,VIC,0
2003,Quarter  3,July,VIC,0
2003,Quarter  3,August,VIC,0
2003,Quarter  3,September,VIC,0
2003,Quarter  4,October,VIC,0
2003,Quarter  4,November,VIC,0
2003,Quarter  4,December,VIC,0
2003,Quarter  1,January,WA,0
2003,Quarter  1,February,WA,0
2003,Quarter  1,March,WA,0
2003,Quarter  2,April,WA,0
2003,Quarter  2,May,WA,0
2003,Quarter  2,June,WA,1
2003,Quarter  3,July,WA,0
2003,Quarter  3,August,WA,0
2003,Quarter  3,September,WA,0
2003,Quarter  4,October,WA,0
2003,Quarter  4,November,WA,0
2003,Quarter  4,December,WA,0
2004,Quarter  1,January,ACT,0
2004,Quarter  1,February,ACT,0
2004,Quarter  1,March,ACT,0
2004,Quarter  2,April,ACT,0
2004,Quarter  2,May,ACT,0
2004,Quarter  2,June,ACT,0
2004,Quarter  3,July,ACT,0
2004,Quarter  3,August,ACT,0
2004,Quarter  3,September,ACT,0
2004,Quarter  4,October,ACT,0
2004,Quarter  4,November,ACT,0
2004,Quarter  4,December,ACT,0
2004,Quarter  1,January,NSW,0
2004,Quarter  1,February,NSW,0
2004,Quarter  1,March,NSW,0
2004,Quarter  2,April,NSW,0
2004,Quarter  2,May,NSW,0
2004,Quarter  2,June,NSW,0
2004,Quarter  3,July,NSW,0
2004,Quarter  3,August,NSW,0
2004,Quarter  3,September,NSW,0
2004,Quarter  4,October,NSW,0
2004,Quarter  4,November,NSW,0
2004,Quarter  4,December,NSW,0
2004,Quarter  1,January,NT,0
2004,Quarter  1,February,NT,0
