Year,Quarter,Month,State,Count
2017,Quarter  3,August,SA,0
2017,Quarter  3,September,SA,0
2017,Quarter  4,October,SA,0
2017,Quarter  4,November,SA,0
2017,Quarter  4,December,SA,0
2017,Quarter  1,January,TAS,0
2017,Quarter  1,February,TAS,0
2017,Quarter  1,March,TAS,0
2017,Quarter  2,April,TAS,0
2017,Quarter  2,May,TAS,0
2017,Quarter  2,June,TAS,0
2017,Quarter  3,July,TAS,0
2017,Quarter  3,August,TAS,0
2017,Quarter  3,September,TAS,0
2017,Quarter  4,October,TAS,0
2017,Quarter  4,November,TAS,0
2017,Quarter  4,December,TAS,0
2017,Quarter  1,January,VIC,0
2017,Quarter  1,February,VIC,0
2017,Quarter  1,March,VIC,0
2017,Quarter  2,April,VIC,0
2017,Quarter  2,May,VIC,0
2017,Quarter  2,June,VIC,0
2017,Quarter  3,July,VIC,0
2017,Quarter  3,August,VIC,0
2017,Quarter  3,September,VIC,0
2017,Quarter  4,October,VIC,0
2017,Quarter  4,November,VIC,0
2017,Quarter  4,December,VIC,0
2017,Quarter  1,January,WA,0
2017,Quarter  1,February,WA,0
2017,Quarter  1,March,WA,0
2017,Quarter  2,April,WA,0
2017,Quarter  2,May,WA,0
2017,Quarter  2,June,WA,0
2017,Quarter  3,July,WA,0
2017,Quarter  3,August,WA,0
2017,Quarter  3,September,WA,0
2017,Quarter  4,October,WA,0
2017,Quarter  4,November,WA,0
2017,Quarter  4,December,WA,0
2018,Quarter  1,January,ACT,0
2018,Quarter  1,February,ACT,0
2018,Quarter  1,March,ACT,0
2018,Quarter  2,April,ACT,0
2018,Quarter  2,May,ACT,0
2018,Quarter  2,June,ACT,0
2018,Quarter  3,July,ACT,0
2018,Quarter  3,August,ACT,0
2018,Quarter  3,September,ACT,0
2018,Quarter  4,October,ACT,0
2018,Quarter  4,November,ACT,0
2018,Quarter  4,December,ACT,0
2018,Quarter  1,January,NSW,0
2018,Quarter  1,February,NSW,0
2018,Quarter  1,March,NSW,0
2018,Quarter  2,April,NSW,0
2018,Quarter  2,May,NSW,0
2018,Quarter  2,June,NSW,0
2018,Quarter  3,July,NSW,0
2018,Quarter  3,August,NSW,0
2018,Quarter  3,September,NSW,0
2018,Quarter  4,October,NSW,0
2018,Quarter  4,November,NSW,0
2018,Quarter  4,December,NSW,0
2018,Quarter  1,January,NT,0
2018,Quarter  1,February,NT,0
2018,Quarter  1,March,NT,0
2018,Quarter  2,April,NT,0
2018,Quarter  2,May,NT,0
2018,Quarter  2,June,NT,0
2018,Quarter  3,July,NT,0
2018,Quarter  3,August,NT,0
2018,Quarter  3,September,NT,0
2018,Quarter  4,October,NT,0
2018,Quarter  4,November,NT,0
2018,Quarter  4,December,NT,0
2018,Quarter  1,January,QLD,0
2018,Quarter  1,February,QLD,0
2018,Quarter  1,March,QLD,0
2018,Quarter  2,April,QLD,1
2018,Quarter  2,May,QLD,0
2018,Quarter  2,June,QLD,0
2018,Quarter  3,July,QLD,0
2018,Quarter  3,August,QLD,0
2018,Quarter  3,September,QLD,0
2018,Quarter  4,October,QLD,0
2018,Quarter  4,November,QLD,0
2018,Quarter  4,December,QLD,0
2018,Quarter  1,January,SA,0
2018,Quarter  1,February,SA,0
2018,Quarter  1,March,SA,0
2018,Quarter  2,April,SA,0
2018,Quarter  2,May,SA,0
2018,Quarter  2,June,SA,0
2018,Quarter  3,July,SA,0
2018,Quarter  3,August,SA,0
2018,Quarter  3,September,SA,0
2018,Quarter  4,October,SA,0
2018,Quarter  4,November,SA,0
2018,Quarter  4,December,SA,0
2018,Quarter  1,January,TAS,0
2018,Quarter  1,February,TAS,0
2018,Quarter  1,March,TAS,0
2018,Quarter  2,April,TAS,0
2018,Quarter  2,May,TAS,0
2018,Quarter  2,June,TAS,0
2018,Quarter  3,July,TAS,0
2018,Quarter  3,August,TAS,0
2018,Quarter  3,September,TAS,0
2018,Quarter  4,October,TAS,0
2018,Quarter  4,November,TAS,0
2018,Quarter  4,December,TAS,0
2018,Quarter  1,January,VIC,0
2018,Quarter  1,February,VIC,0
2018,Quarter  1,March,VIC,0
2018,Quarter  2,April,VIC,0
2018,Quarter  2,May,VIC,0
2018,Quarter  2,June,VIC,0
2018,Quarter  3,July,VIC,0
2018,Quarter  3,August,VIC,0
2018,Quarter  3,September,VIC,0
2018,Quarter  4,October,VIC,0
2018,Quarter  4,November,VIC,0
2018,Quarter  4,December,VIC,0
2018,Quarter  1,January,WA,0
2018,Quarter  1,February,WA,0
2018,Quarter  1,March,WA,0
2018,Quarter  2,April,WA,0
2018,Quarter  2,May,WA,0
2018,Quarter  2,June,WA,0
2018,Quarter  3,July,WA,0
2018,Quarter  3,August,WA,0
2018,Quarter  3,September,WA,0
2018,Quarter  4,October,WA,0
2018,Quarter  4,November,WA,0
2018,Quarter  4,December,WA,0
2019,Quarter  1,January,ACT,0
2019,Quarter  1,February,ACT,0
2019,Quarter  1,March,ACT,0
2019,Quarter  2,April,ACT,0
2019,Quarter  2,May,ACT,0
2019,Quarter  2,June,ACT,0
2019,Quarter  3,July,ACT,0
2019,Quarter  3,August,ACT,0
2019,Quarter  3,September,ACT,0
2019,Quarter  4,October,ACT,0
2019,Quarter  4,November,ACT,0
2019,Quarter  4,December,ACT,0
2019,Quarter  1,January,NSW,0
2019,Quarter  1,February,NSW,0
2019,Quarter  1,March,NSW,0
2019,Quarter  2,April,NSW,0
2019,Quarter  2,May,NSW,0
2019,Quarter  2,June,NSW,0
2019,Quarter  3,July,NSW,0
2019,Quarter  3,August,NSW,0
2019,Quarter  3,September,NSW,0
2019,Quarter  4,October,NSW,0
2019,Quarter  4,November,NSW,0
2019,Quarter  4,December,NSW,0
2019,Quarter  1,January,NT,0
2019,Quarter  1,February,NT,0
2019,Quarter  1,March,NT,0
2019,Quarter  2,April,NT,0
2019,Quarter  2,May,NT,0
2019,Quarter  2,June,NT,0
2019,Quarter  3,July,NT,0
2019,Quarter  3,August,NT,0
2019,Quarter  3,September,NT,0
2019,Quarter  4,October,NT,0
2019,Quarter  4,November,NT,0
2019,Quarter  4,December,NT,0
2019,Quarter  1,January,QLD,0
2019,Quarter  1,February,QLD,0
2019,Quarter  1,March,QLD,1
2019,Quarter  2,April,QLD,0
2019,Quarter  2,May,QLD,0
2019,Quarter  2,June,QLD,0
2019,Quarter  3,July,QLD,0
2019,Quarter  3,August,QLD,0
2019,Quarter  3,September,QLD,0
2019,Quarter  4,October,QLD,0
2019,Quarter  4,November,QLD,0
2019,Quarter  4,December,QLD,0
2019,Quarter  1,January,SA,0
2019,Quarter  1,February,SA,0
2019,Quarter  1,March,SA,0
2019,Quarter  2,April,SA,0
2019,Quarter  2,May,SA,0
2019,Quarter  2,June,SA,0
2019,Quarter  3,July,SA,0
2019,Quarter  3,August,SA,0
2019,Quarter  3,September,SA,0
2019,Quarter  4,October,SA,0
2019,Quarter  4,November,SA,0
2019,Quarter  4,December,SA,0
2019,Quarter  1,January,TAS,0
2019,Quarter  1,February,TAS,0
2019,Quarter  1,March,TAS,0
2019,Quarter  2,April,TAS,0
2019,Quarter  2,May,TAS,0
2019,Quarter  2,June,TAS,0
2019,Quarter  3,July,TAS,0
2019,Quarter  3,August,TAS,0
2019,Quarter  3,September,TAS,0
2019,Quarter  4,October,TAS,0
2019,Quarter  4,November,TAS,0
2019,Quarter  4,December,TAS,0
2019,Quarter  1,January,VIC,0
2019,Quarter  1,February,VIC,0
2019,Quarter  1,March,VIC,0
2019,Quarter  2,April,VIC,0
2019,Quarter  2,May,VIC,0
2019,Quarter  2,June,VIC,0
2019,Quarter  3,July,VIC,0
2019,Quarter  3,August,VIC,0
2019,Quarter  3,September,VIC,0
2019,Quarter  4,October,VIC,0
2019,Quarter  4,November,VIC,0
2019,Quarter  4,December,VIC,0
2019,Quarter  1,January,WA,0
2019,Quarter  1,February,WA,0
2019,Quarter  1,March,WA,0
2019,Quarter  2,April,WA,0
2019,Quarter  2,May,WA,0
2019,Quarter  2,June,WA,0
2019,Quarter  3,July,WA,0
2019,Quarter  3,August,WA,0
2019,Quarter  3,September,WA,0
2019,Quarter  4,October,WA,0
2019,Quarter  4,November,WA,0
2019,Quarter  4,December,WA,0
2020,Quarter  1,January,ACT,0
2020,Quarter  1,February,ACT,0
2020,Quarter  1,March,ACT,0
2020,Quarter  2,April,ACT,0
2020,Quarter  2,May,ACT,0
2020,Quarter  2,June,ACT,0
2020,Quarter  3,July,ACT,0
2020,Quarter  3,August,ACT,0
2020,Quarter  3,September,ACT,0
2020,Quarter  4,October,ACT,0
2020,Quarter  4,November,ACT,0
2020,Quarter  4,December,ACT,0
2020,Quarter  1,January,NSW,0
2020,Quarter  1,February,NSW,0
2020,Quarter  1,March,NSW,0
2020,Quarter  2,April,NSW,0
2020,Quarter  2,May,NSW,0
2020,Quarter  2,June,NSW,0
2020,Quarter  3,July,NSW,0
2020,Quarter  3,August,NSW,0
2020,Quarter  3,September,NSW,0
2020,Quarter  4,October,NSW,0
2020,Quarter  4,November,NSW,0
2020,Quarter  4,December,NSW,1
2020,Quarter  1,January,NT,0
2020,Quarter  1,February,NT,0
2020,Quarter  1,March,NT,0
2020,Quarter  2,April,NT,0
2020,Quarter  2,May,NT,0
2020,Quarter  2,June,NT,0
2020,Quarter  3,July,NT,0
2020,Quarter  3,August,NT,0
2020,Quarter  3,September,NT,0
2020,Quarter  4,October,NT,0
2020,Quarter  4,November,NT,0
2020,Quarter  4,December,NT,0
2020,Quarter  1,January,QLD,0
2020,Quarter  1,February,QLD,3
2020,Quarter  1,March,QLD,1
2020,Quarter  2,April,QLD,1
2020,Quarter  2,May,QLD,0
2020,Quarter  2,June,QLD,0
2020,Quarter  3,July,QLD,0
2020,Quarter  3,August,QLD,0
2020,Quarter  3,September,QLD,0
2020,Quarter  4,October,QLD,0
2020,Quarter  4,November,QLD,0
2020,Quarter  4,December,QLD,0
2020,Quarter  1,January,SA,0
2020,Quarter  1,February,SA,0
2020,Quarter  1,March,SA,0
2020,Quarter  2,April,SA,0
2020,Quarter  2,May,SA,0
2020,Quarter  2,June,SA,0
2020,Quarter  3,July,SA,0
2020,Quarter  3,August,SA,0
2020,Quarter  3,September,SA,0
2020,Quarter  4,October,SA,0
2020,Quarter  4,November,SA,0
2020,Quarter  4,December,SA,0
2020,Quarter  1,January,TAS,0
2020,Quarter  1,February,TAS,0
2020,Quarter  1,March,TAS,0
2020,Quarter  2,April,TAS,0
2020,Quarter  2,May,TAS,0
2020,Quarter  2,June,TAS,0
2020,Quarter  3,July,TAS,0
2020,Quarter  3,August,TAS,0
2020,Quarter  3,September,TAS,0
2020,Quarter  4,October,TAS,0
2020,Quarter  4,November,TAS,0
2020,Quarter  4,December,TAS,0
2020,Quarter  1,January,VIC,0
2020,Quarter  1,February,VIC,0
2020,Quarter  1,March,VIC,0
2020,Quarter  2,April,VIC,0
2020,Quarter  2,May,VIC,0
2020,Quarter  2,June,VIC,0
2020,Quarter  3,July,VIC,0
2020,Quarter  3,August,VIC,0
2020,Quarter  3,September,VIC,0
2020,Quarter  4,October,VIC,0
2020,Quarter  4,November,VIC,0
2020,Quarter  4,December,VIC,0
2020,Quarter  1,January,WA,0
2020,Quarter  1,February,WA,0
2020,Quarter  1,March,WA,0
2020,Quarter  2,April,WA,0
2020,Quarter  2,May,WA,0
2020,Quarter  2,June,WA,0
2020,Quarter  3,July,WA,0
2020,Quarter  3,August,WA,0
2020,Quarter  3,September,WA,0
2020,Quarter  4,October,WA,0
2020,Quarter  4,November,WA,0
2020,Quarter  4,December,WA,1
2021,Quarter  1,January,ACT,0
2021,Quarter  1,February,ACT,0
2021,Quarter  1,March,ACT,0
2021,Quarter  2,April,ACT,0
2021,Quarter  2,May,ACT,0
2021,Quarter  2,June,ACT,0
2021,Quarter  3,July,ACT,0
2021,Quarter  3,August,ACT,0
2021,Quarter  3,September,ACT,0
2021,Quarter  4,October,ACT,0
2021,Quarter  4,November,ACT,0
2021,Quarter  4,December,ACT,0
2021,Quarter  1,January,NSW,1
2021,Quarter  1,February,NSW,0
2021,Quarter  1,March,NSW,0
2021,Quarter  2,April,NSW,0
2021,Quarter  2,May,NSW,0
2021,Quarter  2,June,NSW,0
2021,Quarter  3,July,NSW,0
2021,Quarter  3,August,NSW,0
2021,Quarter  3,September,NSW,0
2021,Quarter  4,October,NSW,0
2021,Quarter  4,November,NSW,0
2021,Quarter  4,December,NSW,0
2021,Quarter  1,January,NT,0
2021,Quarter  1,February,NT,0
2021,Quarter  1,March,NT,0
2021,Quarter  2,April,NT,0
2021,Quarter  2,May,NT,0
2021,Quarter  2,June,NT,0
2021,Quarter  3,July,NT,0
2021,Quarter  3,August,NT,21
2021,Quarter  3,September,NT,104
2021,Quarter  4,October,NT,122
2021,Quarter  4,November,NT,68
2021,Quarter  4,December,NT,47
2021,Quarter  1,January,QLD,0
2021,Quarter  1,February,QLD,6
2021,Quarter  1,March,QLD,15
2021,Quarter  2,April,QLD,0
2021,Quarter  2,May,QLD,0
2021,Quarter  2,June,QLD,1
2021,Quarter  3,July,QLD,171
2021,Quarter  3,August,QLD,104
2021,Quarter  3,September,QLD,54
2021,Quarter  4,October,QLD,36
2021,Quarter  4,November,QLD,64
2021,Quarter  4,December,QLD,179
2021,Quarter  1,January,SA,0
2021,Quarter  1,February,SA,0
2021,Quarter  1,March,SA,0
2021,Quarter  2,April,SA,0
2021,Quarter  2,May,SA,0
2021,Quarter  2,June,SA,0
2021,Quarter  3,July,SA,1
2021,Quarter  3,August,SA,1
2021,Quarter  3,September,SA,0
2021,Quarter  4,October,SA,20
2021,Quarter  4,November,SA,27
2021,Quarter  4,December,SA,20
2021,Quarter  1,January,TAS,0
2021,Quarter  1,February,TAS,0
2021,Quarter  1,March,TAS,0
2021,Quarter  2,April,TAS,0
2021,Quarter  2,May,TAS,0
2021,Quarter  2,June,TAS,0
2021,Quarter  3,July,TAS,0
2021,Quarter  3,August,TAS,0
2021,Quarter  3,September,TAS,0
2021,Quarter  4,October,TAS,0
2021,Quarter  4,November,TAS,0
2021,Quarter  4,December,TAS,0
2021,Quarter  1,January,VIC,0
2021,Quarter  1,February,VIC,0
2021,Quarter  1,March,VIC,0
2021,Quarter  2,April,VIC,0
2021,Quarter  2,May,VIC,0
2021,Quarter  2,June,VIC,0
2021,Quarter  3,July,VIC,0
2021,Quarter  3,August,VIC,0
2021,Quarter  3,September,VIC,0
2021,Quarter  4,October,VIC,0
2021,Quarter  4,November,VIC,0
2021,Quarter  4,December,VIC,2
2021,Quarter  1,January,WA,0
2021,Quarter  1,February,WA,0
2021,Quarter  1,March,WA,0
2021,Quarter  2,April,WA,0
2021,Quarter  2,May,WA,0
2021,Quarter  2,June,WA,0
2021,Quarter  3,July,WA,0
2021,Quarter  3,August,WA,0
2021,Quarter  3,September,WA,1
2021,Quarter  4,October,WA,7
2021,Quarter  4,November,WA,69
2021,Quarter  4,December,WA,412
2022,Quarter  1,January,ACT,0
2022,Quarter  1,February,ACT,0
2022,Quarter  1,March,ACT,0
2022,Quarter  2,April,ACT,5
2022,Quarter  2,May,ACT,91
2022,Quarter  2,June,ACT,454
2022,Quarter  3,July,ACT,509
2022,Quarter  3,August,ACT,245
2022,Quarter  3,September,ACT,91
2022,Quarter  4,October,ACT,25
2022,Quarter  4,November,ACT,13
2022,Quarter  4,December,ACT,19
2022,Quarter  1,January,NSW,1
2022,Quarter  1,February,NSW,0
2022,Quarter  1,March,NSW,0
2022,Quarter  2,April,NSW,0
2022,Quarter  2,May,NSW,1
2022,Quarter  2,June,NSW,22
2022,Quarter  3,July,NSW,51
2022,Quarter  3,August,NSW,249
2022,Quarter  3,September,NSW,2772
2022,Quarter  4,October,NSW,1227
2022,Quarter  4,November,NSW,891
2022,Quarter  4,December,NSW,751
2022,Quarter  1,January,NT,5
2022,Quarter  1,February,NT,0
2022,Quarter  1,March,NT,0
2022,Quarter  2,April,NT,1
2022,Quarter  2,May,NT,14
2022,Quarter  2,June,NT,68
2022,Quarter  3,July,NT,136
2022,Quarter  3,August,NT,316
2022,Quarter  3,September,NT,419
2022,Quarter  4,October,NT,183
2022,Quarter  4,November,NT,97
2022,Quarter  4,December,NT,57
2022,Quarter  1,January,QLD,111
2022,Quarter  1,February,QLD,103
2022,Quarter  1,March,QLD,456
2022,Quarter  2,April,QLD,1146
2022,Quarter  2,May,QLD,5875
2022,Quarter  2,June,QLD,9778
2022,Quarter  3,July,QLD,6743
2022,Quarter  3,August,QLD,3074
2022,Quarter  3,September,QLD,1055
2022,Quarter  4,October,QLD,489
2022,Quarter  4,November,QLD,455
2022,Quarter  4,December,QLD,419
2022,Quarter  1,January,SA,5
2022,Quarter  1,February,SA,1
2022,Quarter  1,March,SA,1
2022,Quarter  2,April,SA,8
2022,Quarter  2,May,SA,83
2022,Quarter  2,June,SA,441
2022,Quarter  3,July,SA,1442
2022,Quarter  3,August,SA,2557
2022,Quarter  3,September,SA,2626
2022,Quarter  4,October,SA,1390
2022,Quarter  4,November,SA,612
2022,Quarter  4,December,SA,372
2022,Quarter  1,January,TAS,0
2022,Quarter  1,February,TAS,0
2022,Quarter  1,March,TAS,1
2022,Quarter  2,April,TAS,0
2022,Quarter  2,May,TAS,0
2022,Quarter  2,June,TAS,27
2022,Quarter  3,July,TAS,666
2022,Quarter  3,August,TAS,1543
2022,Quarter  3,September,TAS,1141
2022,Quarter  4,October,TAS,411
2022,Quarter  4,November,TAS,161
2022,Quarter  4,December,TAS,81
2022,Quarter  1,January,VIC,3
2022,Quarter  1,February,VIC,6
2022,Quarter  1,March,VIC,10
2022,Quarter  2,April,VIC,54
2022,Quarter  2,May,VIC,720
2022,Quarter  2,June,VIC,6529
2022,Quarter  3,July,VIC,13983
2022,Quarter  3,August,VIC,7668
2022,Quarter  3,September,VIC,1903
2022,Quarter  4,October,VIC,700
2022,Quarter  4,November,VIC,387
2022,Quarter  4,December,VIC,366
2022,Quarter  1,January,WA,696
2022,Quarter  1,February,WA,385
2022,Quarter  1,March,WA,202
2022,Quarter  2,April,WA,54
2022,Quarter  2,May,WA,35
2022,Quarter  2,June,WA,148
2022,Quarter  3,July,WA,959
2022,Quarter  3,August,WA,2769
2022,Quarter  3,September,WA,3985
2022,Quarter  4,October,WA,1559
2022,Quarter  4,November,WA,593
2022,Quarter  4,December,WA,272
2023,Quarter  1,January,ACT,29
2023,Quarter  1,February,ACT,16
2023,Quarter  1,March,ACT,42
2023,Quarter  2,April,ACT,151
2023,Quarter  2,May,ACT,405
2023,Quarter  2,June,ACT,504
2023,Quarter  3,July,ACT,429
2023,Quarter  3,August,ACT,184
2023,Quarter  3,September,ACT,85
2023,Quarter  4,October,ACT,44
2023,Quarter  4,November,ACT,57
2023,Quarter  4,December,ACT,56
2023,Quarter  1,January,NSW,844
2023,Quarter  1,February,NSW,1798
2023,Quarter  1,March,NSW,4883
2023,Quarter  2,April,NSW,7537
2023,Quarter  2,May,NSW,7751
2023,Quarter  2,June,NSW,7104
2023,Quarter  3,July,NSW,5141
2023,Quarter  3,August,NSW,3683
2023,Quarter  3,September,NSW,2515
2023,Quarter  4,October,NSW,1665
2023,Quarter  4,November,NSW,1596
2023,Quarter  4,December,NSW,2002
2023,Quarter  1,January,NT,20
2023,Quarter  1,February,NT,13
2023,Quarter  1,March,NT,33
2023,Quarter  2,April,NT,37
2023,Quarter  2,May,NT,34
2023,Quarter  2,June,NT,37
2023,Quarter  3,July,NT,28
2023,Quarter  3,August,NT,53
2023,Quarter  3,September,NT,75
2023,Quarter  4,October,NT,62
2023,Quarter  4,November,NT,112
2023,Quarter  4,December,NT,95
2023,Quarter  1,January,QLD,592
2023,Quarter  1,February,QLD,1096
2023,Quarter  1,March,QLD,2930
2023,Quarter  2,April,QLD,3852
2023,Quarter  2,May,QLD,4353
2023,Quarter  2,June,QLD,4271
2023,Quarter  3,July,QLD,3545
2023,Quarter  3,August,QLD,2799
2023,Quarter  3,September,QLD,2004
2023,Quarter  4,October,QLD,1184
2023,Quarter  4,November,QLD,985
2023,Quarter  4,December,QLD,1175
2023,Quarter  1,January,SA,134
2023,Quarter  1,February,SA,173
2023,Quarter  1,March,SA,293
2023,Quarter  2,April,SA,361
2023,Quarter  2,May,SA,1049
2023,Quarter  2,June,SA,2069
2023,Quarter  3,July,SA,2927
2023,Quarter  3,August,SA,2511
2023,Quarter  3,September,SA,1335
2023,Quarter  4,October,SA,728
2023,Quarter  4,November,SA,339
2023,Quarter  4,December,SA,252
2023,Quarter  1,January,TAS,34
2023,Quarter  1,February,TAS,18
2023,Quarter  1,March,TAS,45
2023,Quarter  2,April,TAS,48
2023,Quarter  2,May,TAS,214
2023,Quarter  2,June,TAS,432
2023,Quarter  3,July,TAS,446
2023,Quarter  3,August,TAS,299
2023,Quarter  3,September,TAS,276
2023,Quarter  4,October,TAS,144
2023,Quarter  4,November,TAS,101
2023,Quarter  4,December,TAS,90
2023,Quarter  1,January,VIC,317
2023,Quarter  1,February,VIC,417
2023,Quarter  1,March,VIC,959
2023,Quarter  2,April,VIC,2078
2023,Quarter  2,May,VIC,5714
2023,Quarter  2,June,VIC,7039
2023,Quarter  3,July,VIC,4102
2023,Quarter  3,August,VIC,2072
2023,Quarter  3,September,VIC,953
2023,Quarter  4,October,VIC,578
2023,Quarter  4,November,VIC,442
2023,Quarter  4,December,VIC,511
2023,Quarter  1,January,WA,164
2023,Quarter  1,February,WA,114
2023,Quarter  1,March,WA,134
2023,Quarter  2,April,WA,216
2023,Quarter  2,May,WA,399
2023,Quarter  2,June,WA,1295
2023,Quarter  3,July,WA,2632
2023,Quarter  3,August,WA,3111
2023,Quarter  3,September,WA,1501
2023,Quarter  4,October,WA,515
2023,Quarter  4,November,WA,266
2023,Quarter  4,December,WA,191
2024,Quarter  1,January,ACT,27
2024,Quarter  1,January,NSW,939
2024,Quarter  1,January,NT,39
2024,Quarter  1,January,QLD,519
2024,Quarter  1,January,SA,96
2024,Quarter  1,January,TAS,23
2024,Quarter  1,January,VIC,258
2024,Quarter  1,January,WA,65
